id,content,date,retweets,favorites,mentions,hashtags,,,,,,,
1.2266E+18,DRAIN THE SWAMP!,2020/2/9 13:54,39323,185839,,,,,,,,,
1.2266E+18,"MAKE AMERICA GREAT AGAIN and then, KEEP AMERICA GREAT!",2020/2/9 13:56,42780,219254,,,,,,,,,
1.22683E+18,"Will be in Manchester, New Hampshire, tonight for a big Rally. Want to shake up the Dems a little bit - they have a really boring deal going on. Still waiting for the Iowa results, votes were fried. Big crowds in Manchester!",2020/2/10 5:28,20615,90612,,,,,,,,,
1.22684E+18,"95% Approval Rating in the Republican Party, a Record! 53% overall (plus add 9 points?). Corrupt Democrat politicians have brought me to highest polling numbers ever with the Impeachment Hoax. Thank you Nancy!",2020/2/10 5:47,29759,146279,,,,,,,,,
1.22685E+18,"Because of how badly they did with the Impeachment Hoax, AOC will primary Cryin�?Chuck Schumer, and win, and Jerry Nadler has a good chance of losing to his far left primary opponent! It is all getting quite interesting. Pelosi will lose the House, AGAIN! My poll numbers great.",2020/2/10 6:37,26034,121992,,,,,,,,,
1.22686E+18,"Hope the Fake News, which never discusses it, is talking about the big crowds forming for my New Hampshire Rally tonight. They won’t!",2020/2/10 7:14,24668,122893,,,,,,,,,
1.22687E+18,"Thank you to @ mirandadevine of the New York Post for your interesting (and correct) column today. “Trump has gained 20 points since Impeachment began in October. He gets 67% on economy. Nonwhite approval of Trump is also at a high: 28%, up 10 points in a year. Nice one, Nancy.�?,2020-02-10 08:25:20,16344,69335,@mirandadevine,
1226875644325265413,https://twitter.com/realDonaldTrump/status/1226875644325265413,Meeting with U.S. Governors in a short while. All States are doing well. “Thank you Mr. President.�?2020-02-10 08:28:42,15762,97719,,
1226958810989965312,https://twitter.com/realDonaldTrump/status/1226958810989965312,Wall Street Journal Editorial: “She (Crazy Nancy) aimed at Trump and hit Uncle Joe.�?2020-02-10 13:59:10,22852,102638,,
1226965160692191233,https://twitter.com/realDonaldTrump/status/1226965160692191233,“A lot of people feel defeated...Trump always wins. It seems like nothing can stop him.�?Danny Villazon @ nytimes @ DanaPerino @ FoxNews But isn’t that what you want from your President?,2020-02-10 14:24:24,24696,117339,@nytimes",@DanaPerino,"@FoxNews""",,,,,,,,,,
1.22704E+18,THANK YOU NEW HAMPSHIRE!https://www.pscp.tv/w/cRH3WzEzNTg4Mzh8MU9kS3JxbHZCZVZ4WHt9tkAw9CsWxfK03T7XyfnFHP58jDNSlOXVSJlHBoax?t=3s �?2020-02-10 19:21:22,19586,80903,,,,,,,,,,
1.22704E+18,TOUGH GUYS FOR TRUMP!pic.twitter.com/DbjZjGzLWU,2020/2/10 19:22,57552,242509,,,,,,,,,
1.22711E+18,Should never happen to another President!https://twitter.com/JudicialWatch/status/1227072264451039233 �?2020-02-10 23:55:04,12371,44752,,,,,,,,,,
1.22711E+18,Disgraceful!https://twitter.com/esaagar/status/1227020063225630721 �?2020-02-10 23:57:24,12701,51842,,,,,,,,,,
1.22712E+18,Nice conflict. Brown dropped out of presidential race FAST. Polled at ZERO!https://twitter.com/paulsperry_/status/1225651294372691973 �?2020-02-11 00:21:33,9310,37058,,,,,,,,,,
1.22712E+18,Just returned to White House from Dover. Very sad!https://twitter.com/HeyTammyBruce/status/1227071621346844679 �?2020-02-11 00:32:05,14095,60936,,,,,,,,,,
1.22712E+18,"This is a horrible and very unfair situation. The real crimes were on the other side, as nothing happens to them. Cannot allow this miscarriage of justice!https://twitter.com/ChuckRossDC/status/1227016256227807232 �?,2020-02-11 00:48:27,26626,94037,,
1227224631754489857,https://twitter.com/realDonaldTrump/status/1227224631754489857,BEST USA ECONOMY IN HISTORY!,2020-02-11 07:35:27,32585,191417,,
1227226643976065024,https://twitter.com/realDonaldTrump/status/1227226643976065024,Great being in New Hampshire last night. I would say that was the biggest political Rally in New Hampshire history. Incredible evening!,2020-02-11 07:43:27,17111,88758,,
1227258461106425857,https://twitter.com/realDonaldTrump/status/1227258461106425857,New Stock Market RECORD. Congratulations"," spend your money wisely. KEEP AMERICA GREAT!!!!!""",2020/2/11 9:49,21654,117862,,,,,,,,
1.22727E+18,"When Jerome Powell started his testimony today, the Dow was up 125, & heading higher. As he spoke it drifted steadily downward, as usual, and is now at -15. Germany & other countries get paid to borrow money. We are more prime, but Fed Rate is too high, Dollar tough on exports.",2020/2/11 10:39,16792,71551,,,,,,,,,
1.22741E+18,All starting to unravel with the ridiculous 9 year sentence recommendation!https://twitter.com/CBS_Herridge/status/1227286163939000320 �?2020-02-11 19:40:33,15598,54796,,,,,,,,,,
1.22741E+18,"Is this the Judge that put Paul Manafort in SOLITARY CONFINEMENT, something that not even mobster Al Capone had to endure? How did she treat Crooked Hillary Clinton? Just asking!https://twitter.com/KatiePhang/status/1227286936701718530 �?,2020-02-11 19:47:10,22687,65582,,
1227411907478421505,https://twitter.com/realDonaldTrump/status/1227411907478421505,...And a swamp creature with “pull�?was just sentenced to two months in jail for a similar thing that they want Stone to serve 9 years for. A phony Mueller Witch Hunt disgrace. Caught!https://twitter.com/CBS_Herridge/status/1227286163939000320 �?2020-02-11 19:59:37,16905,53567,,
1227414377889968128,https://twitter.com/realDonaldTrump/status/1227414377889968128,Whatever happened to Hillary campaign manager Podesta’s BROTHER? Wasn’t he caught", forced to leave his firm, with BIG BAD things to happen? Why did nothing ever happen to him," only to the “other�?side?""",2020/2/11 20:09,32779,111745,,,,,,
1.22742E+18,"Elizabeth Warren, sometimes referred to as Pocahontas, is having a really bad night. I think she is sending signals that she wants out. Calling for unity is her way of getting there, going home, and having a “nice cold beer�?with her husband!",2020/2/11 20:21,29205,155032,,,,,,,,,
1.22742E+18,"Impeachment King Steyer (how did that work out?) spent 200 Million Dollars and got less than 1% of the vote in Iowa, and only 3% of the Vote in New Hampshire. Could it be that something is just plain missing? Not easy to do what I did, is it?",2020/2/11 20:34,18928,84934,,,,,,,,,
1.22742E+18,"Who are the four prosecutors (Mueller people?) who cut and ran after being exposed for recommending a ridiculous 9 year prison sentence to a man that got caught up in an investigation that was illegal, the Mueller Scam, and shouldn’t ever even have started? 13 Angry Democrats?",2020/2/11 20:45,28202,108467,,,,,,,,,
1.22742E+18,"A lot of Democrat dropouts tonight, very low political I.Q.https://twitter.com/realDonaldTrump/status/1226595698793230348 �?,2020-02-11 20:47:39,15690,72828,,
1227427722441510912,https://twitter.com/realDonaldTrump/status/1227427722441510912,A very bad night for Mini Mike!,2020-02-11 21:02:28,14730,88820,,
1227432921788801024,https://twitter.com/realDonaldTrump/status/1227432921788801024,Bootedgeedge (Buttigieg) is doing pretty well tonight. Giving Crazy Bernie a run for his money. Very interesting!,2020-02-11 21:23:07,14799,89065,,
1227441882793480196,https://twitter.com/realDonaldTrump/status/1227441882793480196,Prosecutorial Misconduct?https://twitter.com/IsraelUSAforevr/status/1227428534320320514 �?2020-02-11 21:58:44,11561,43625,,
1227443801599418370,https://twitter.com/realDonaldTrump/status/1227443801599418370,Thank you Brad!https://twitter.com/parscale/status/1227431887838289922 �?2020-02-11 22:06:21,12864,54561,,
1227453711540269057,https://twitter.com/realDonaldTrump/status/1227453711540269057,The Fake News Media is looking hard for the Big Democrat Story", but there is nothing too fabulous. Wouldn’t a big story be that I got more New Hampshire Primary Votes than any incumbent president, in either party," in the history of that Great State? Not an insignificant fact!""",2020/2/11 22:45,27509,122750,,,,,,
1.22756E+18,Fake News @ CNN and MSDNC have not surprisingly refused to talk about my record setting number of voters in New Hampshire (and in Iowa). That’s why they are poorly rated Fake News! I will win both states in November.,2020/2/12 5:35,22883,94048,@CNN,,,,,,,,
1.22756E+18,Congratulations to Attorney General Bill Barr for taking charge of a case that was totally out of control and perhaps should not have even been brought. Evidence now clearly shows that the Mueller Scam was improperly brought & tainted. Even Bob Mueller lied to Congress!,2020/2/12 5:53,34348,128985,,,,,,,,,
1.22756E+18,"Two months in jail for a Swamp Creature, yet 9 years recommended for Roger Stone (who was not even working for the Trump Campaign). Gee, that sounds very fair! Rogue prosecutors maybe? The Swamp! @ foxandfriends @ TuckerCarlson",2020/2/12 6:06,23771,89050,"@foxandfriends,@TuckerCarlson",,,,,,,,
1.2276E+18,". @ dagenmcdowell, “Every Democrat is running to raise taxes. She (Pocahontas) lied about her ethnicity, that was her problem.�?@ MariaBartiromo So true Dagen!",2020/2/12 8:46,12950,57008,"@dagenmcdowell,@MariaBartiromo",,,,,,,,
1.22761E+18,pic.twitter.com/I0eZ9UoIQJ,2020/2/12 9:09,31791,143390,,,,,,,,,
1.22766E+18,It is very important for our Country’s SECURITY that the United States Senate not vote for the Iran War Powers Resolution. We are doing very well with Iran and this is not the time to show weakness. Americans overwhelmingly support our attack on terrorist Soleimani....,2020/2/12 12:32,32711,132320,,,,,,,,,
1.22766E+18,"....If my hands were tied, Iran would have a field day. Sends a very bad signal. The Democrats are only doing this as an attempt to embarrass the Republican Party. Don’t let it happen!",2020/2/12 12:32,18694,74861,,,,,,,,,
1.2277E+18,"Ending surprise medical billing moving ahead in Congress! Thanks to Ways & Means and Education/Labor Committees for your work on Bills to protect patients and end medical bill ripoffs! Work with Energy & Commerce, HELP committees to send BIPARTISAN bill to my desk!",2020/2/12 15:13,22427,93327,,,,,,,,,
1.2277E+18,". @ JayObernolte of California is running for Congress in 2020. Jay will help me to continue securing the Southern Border, he Loves our GREAT Law Enforcement Officers, Military, Vets, and he will protect your # 2A. Jay has my Complete and Total Endorsement!https://secure.winred.com/JayObernolte/donate �?,2020-02-12 15:14:09,16318,43228,@JayObernolte,#2A
1227703488869736449,https://twitter.com/realDonaldTrump/status/1227703488869736449,. @ BethVanDuyne did Great things as Mayor of Irving", Texas, with my Administration. She is a Strong Conservative who supports Border Security, Loves our Military, Vets, and supports your # 2A. Beth has my Full Endorsement for Congress!https://secure.winred.com/beth-van-duyne-for-congress/support-today/ �?,2020/2/12 15:18,15589,43710,@BethVanDuyne,#2A,,
1.2277E+18,". @ AugustPfluger is a Great Veteran and Strong Leader for Texas where he is running for Congress. He will protect your # 2A, fight for our Farmers, Oil/Gas Workers, and he supports our # MAGA & # KAG Agenda. August has my Complete and Total Endorsement!https://secure.winred.com/august-pfluger-for-congress/donate �?,2020-02-12 15:18:56,13442,36079,@AugustPfluger,#2A",#MAGA,"#KAG""",,,,,,,,,,
1.2277E+18,". @ WesleyHuntTX is running for Congress in the Great State of Texas. He will help us accomplish our America First policies. Wesley is strong on Crime, the Border, our 2nd Amendment, Trade, Military and Vets. Wesley has my Complete and Total Endorsement!https://secure.winred.com/wesleyfortexas/donate �?,2020-02-12 15:20:10,14965,40783,@WesleyHuntTX,
1227705242579501057,https://twitter.com/realDonaldTrump/status/1227705242579501057,. @ MattForMontana Rosendale is a Strong & Conservative fighter for Montana. Matt stands w/ our Brave Veterans", Loves our Military, and he will continue working to Secure our Border. Matt will NEVER let our # 2A go unprotected. Matt has my Total Endorsement!http://secure.winred.com/mattrosendale/donate �?,2020/2/12 15:25,12748,39971,@MattForMontana,#2A,,,,,
1.22771E+18,". @ NMalliotakis is running for Congress in NY, I know her well, we need her to defeat Max Rose, who voted for Impeachment! Nicole is Strong on Crime & Borders, # 2A, Cutting Taxes, & she Loves our Military & Vets. Nicole has my Complete & Total Endorsement!https://secure.winred.com/nicolemalliotakis/donate �?,2020-02-12 15:29:03,19360,60770,@NMalliotakis,#2A
1227707252796264450,https://twitter.com/realDonaldTrump/status/1227707252796264450,. @ ClaudiaTenney is a fantastic candidate running in New York", where she was a Great member of Congress. She is Strong on Crime, Borders, Cutting Taxes, your # 2A, and she Loves our Military and Vets. Claudia has my Complete and Total Endorsement!https://secure.winred.com/tenney-for-congress/donate �?,2020/2/12 15:33,14868,48424,@ClaudiaTenney,#2A,,
1.22772E+18,GREAT NEWS! # KAG2020pic.twitter.com/QA6Bpl4ETv,2020/2/12 16:18,19496,76199,,#KAG2020pic,,,,,,,
1.22794E+18,"Now it looks like the fore person in the jury, in the Roger Stone case, had significant bias. Add that to everything else, and this is not looking good for the “Justice�?Department. @ foxandfriends @ FoxNews",2020/2/13 6:57,24463,89044,"@foxandfriends,@FoxNews",,,,,,,,
1.22794E+18,“Deven Nunes predicts that more examples of Mueller team misconduct will be revealed in coming weeks.�?@ seanhannity @ FoxNews,2020/2/13 7:00,22085,84274,"@seanhannity,@FoxNews",,,,,,,,
1.22794E+18,"Mini Mike Bloomberg is a LOSER who has money but can’t debate and has zero presence, you will see. He reminds me of a tiny version of Jeb “Low Energy�?Bush, but Jeb has more political skill and has treated the Black community much better than Mini!https://twitter.com/DanScavino/status/1227923602135244801 �?,2020-02-13 07:13:09,21408,91079,,
1227946304057364481,https://twitter.com/realDonaldTrump/status/1227946304057364481,Mini Mike is a 5�?�?mass of dead energy who does not want to be on the debate stage with these professional politicians. No boxes please. He hates Crazy Bernie and will", with enough money," possibly stop him. Bernie’s people will go nuts!""",2020/2/13 7:23,25242,114429,,,,,,,
1.22796E+18,DRAIN THE SWAMP! We want bad people out of our government!,2020/2/13 8:10,50011,236312,,,,,,,,,
1.22799E+18,"When I terminated John Kelly, which I couldn’t do fast enough, he knew full well that he was way over his head. Being Chief of Staff just wasn’t for him. He came in with a bang, went out with a whimper, but like so many X’s, he misses the action & just can’t keep his mouth shut,.",2020/2/13 10:04,23819,105089,,,,,,,,,
1.22799E+18,"....which he actually has a military and legal obligation to do. His incredible wife, Karen, who I have a lot of respect for, once pulled me aside & said strongly that “John respects you greatly. When we are no longer here, he will only speak well of you.�?Wrong!",2020/2/13 10:04,14299,62442,,,,,,,,,
1.22802E+18,"I’m seeing Governor Cuomo today at The White House. He must understand that National Security far exceeds politics. New York must stop all of its unnecessary lawsuits & harrassment, start cleaning itself up, and lowering taxes. Build relationships, but don’t bring Fredo!",2020/2/13 12:30,32996,152670,,,,,,,,,
1.22831E+18,"“The President has never asked me to do anything in a criminal case.�?A.G. Barr This doesn’t mean that I do not have, as President, the legal right to do so, I do, but I have so far chosen not to!",2020/2/14 7:33,23206,102994,,,,,,,,,
1.22834E+18,"“President Trump, with smart policies, has done more to help the Black community than any President in the modern era.�?@ IngrahamAngle @ FoxNews",2020/2/14 9:20,15411,68264,"@IngrahamAngle,@FoxNews",,,,,,,,
1.22834E+18,"I was very surprised & disappointed that Senator Joe Manchin of West Virginia voted against me on the Democrat’s totally partisan Impeachment Hoax. No President has done more for the great people of West Virginia than me (Pensions), and that will....",2020/2/14 9:25,15089,69044,,,,,,,,,
1.22834E+18,"....always continue. Every Republican Senator except Romney, many highly religious people, all very smart, voted against the Impeachment Hoax. @ SenCapito was all in (a great person). I was told by many that Manchin was just a puppet for Schumer & Pelosi. That’s what he is!",2020/2/14 9:25,10261,42479,@SenCapito,,,,,,,,
1.22834E+18,95% Approval Rating in the Republican Party. Thank you!,2020/2/14 9:26,19120,123011,,,,,,,,,
1.22834E+18,"It is happening again to Crazy Bernie, just like last time, only far more obvious. They are taking the Democrat Nomination away from him, and there’s very little he can do. A Rigged System!",2020/2/14 9:33,23640,107096,,,,,,,,,
1.22842E+18,Thank you to the beautiful country of Cambodia for accepting the @ CarnivalCruise ship Westerdam into your port. The United States will remember your courtesy! @ MickyArison,2020/2/14 14:41,13358,63013,"@CarnivalCruise,@MickyArison",,,,,,,,
1.22844E+18,"“The Greatest name in politics,�?Patrick @ McHenryCampaign from the Great State of North Carolina, is a Conservative Fighter and a true Leader who ALWAYS supports our # MAGA Agenda. Patrick has my Complete and Total Endorsement!https://secure.winred.com/mchenry-for-congress/donate �?,2020-02-14 15:58:08,10646,30196,@McHenryCampaign,#MAGA
1228438881969885184,https://twitter.com/realDonaldTrump/status/1228438881969885184,. @ MoInTheHouse Brooks is running for Congress in the Great State of Alabama. He is a huge supporter of the # MAGA Agenda. Mo fully supports Securing our Border w/the WALL", he Loves our Military & Vets," & is Strong on the # 2A. Mo has my Complete Endorsement!https://secure.winred.com/mobrooks/donate""",2020/2/14 16:00,11073,30932,@MoInTheHouse,"#MAGA,#2A",,,,,
1.22844E+18,". @ JodeyArrington from the Great State of Texas has been an incredible supporter of our # MAGA Agenda. Jodey fully supports Securing our Border w/ the WALL, he Loves our Military & Vets, and is Strong on the # 2A. Jodey has my Complete and Total Endorsement!https://secure.winred.com/jodeyarrington",2020/2/14 16:01,10916,31350,@JodeyArrington,"#MAGA,#2A",,,,,,,
1.22844E+18,". @ TomMcClintock is a strong Conservative Leader who will always fight for the people of California. He fully supports our # MAGA Agenda, will continue to Secure Our Border, Loves our Military & Vets, & is Strong on the # 2A. Tom has my Complete Endorsement!http://secure.winred.com/McClintock",2020/2/14 16:16,12669,36832,@TomMcClintock,"#MAGA,#2A",,,,,,,
1.22845E+18,"It has been two years since the tragedy in Parkland. We will always mourn the innocent lives taken from us �?14 wonderful students and 3 terrific educators. Earlier this week, I met with families whose experiences from that horrible day still pierce the soul....",2020/2/14 16:30,15189,82729,,,,,,,,,
1.22845E+18,"....Today, @ FLOTUS and I encourage all Americans to cherish and honor the memory of those we have lost through acts of love and service. We will hold Parkland forever in our hearts.",2020/2/14 16:30,9145,45728,@FLOTUS,,,,,,,,
1.22845E+18,"Thank you Arnold, very nice.https://twitter.com/Schwarzenegger/status/1228112529215217665 �?,2020-02-14 16:31:12,14152,67977,,
1228449065148571651,https://twitter.com/realDonaldTrump/status/1228449065148571651,I look forward to attending the Daytona 500 on Sunday with lots of my great friends from Florida", including the France family and @ RepMichaelWaltz from # FL6. See you there, good luck to everyone! @ NASCAR @ SenRickScott @ marcorubio @ GovRonDeSantishttps://twitter.com/DISupdates/status/1227991003426172928 �?,2020/2/14 16:40,12517,48888,"@RepMichaelWaltz,@NASCAR,@SenRickScott,@marcorubio,@GovRonDeSantishttps",#FL6,,,,,
1.22845E+18,". @ LouieGohmertTX1 is a Fantastic Republican from the Great State of Texas! He fully supports our # MAGA and # KAG Agenda, Border WALL, Military, Vets, and your Second Amendment. Louie is my friend and has my Complete and Total Endorsement!http://secure.winred.com/gohmert",2020/2/14 16:44,15056,42636,@LouieGohmertTX1,"#MAGA,#KAG",,,,,,,
1.22846E+18,"Great honor, I think? Mark Zuckerberg recently stated that “Donald J. Trump is Number 1 on Facebook. Number 2 is Prime Minister Modi of India.�?Actually, I am going to India in two weeks. Looking forward to it!",2020/2/14 17:38,28242,157313,,,,,,,,,
1.22847E+18,Nice!https://twitter.com/Chiefs/status/1228435344451940357 �?2020-02-14 17:57:33,10029,58256,,,,,,,,,,
1.22866E+18,"MAKE AMERICA GREAT AGAIN and then, KEEP AMERICA GREAT!https://twitter.com/RealJohnDennis/status/1224463149409030145 �?,2020-02-15 06:22:31,23518,87162,,
1228666350635290624,https://twitter.com/realDonaldTrump/status/1228666350635290624,“Ralph Waldo Emerson seemed to foresee the lesson of the Senate Impeachment Trial of President Trump. ‘When you strike at the King", Emerson famously said," “you must kill him.�?Mr. Trump’s foes struck at him but did not take him down. A triumphant Mr.Trump emerges from the.....""",2020/2/15 7:04,24295,101424,,,,,,,
1.22867E+18,".....biggest test of his presidency emboldened, ready to claim exoneration, and take his case of grievance, persecution and resentment to the campaign trail.�?Peter Baker @ nytimes The Greatest Witch Hunt In American History!",2020/2/15 7:04,18606,76329,@nytimes,,,,,,,,
1.22869E+18,IG report on Andrew McCabe: Misled Investigators over roll in news media disclosure...Lacked Candor (Lied) on four separate occasions...Authotized Media Leaks to advance personal interests...IG RECOMMENDED MCCABE’S FIRING. @ FoxNews @ IngrahamAngle,2020/2/15 8:39,22140,79249,"@FoxNews,@IngrahamAngle",,,,,,,,
1.2288E+18,Thank you David!https://twitter.com/DavidJHarrisJr/status/1228456404245270528 �?2020-02-15 16:13:18,16814,81792,,,,,,,,,,
1.22881E+18,"Years ago the Democrats had the money to build the Wall, but they didn’t have any idea how to get it done. I am building it bigger and better than ever thought possible!https://twitter.com/TeamTrump/status/1228417685739966464 �?,2020-02-15 16:30:49,16994,69404,,
1228810073171951621,https://twitter.com/realDonaldTrump/status/1228810073171951621,Remember"," will be at Daytona 500 tomorrow!""",2020/2/15 16:35,21144,140213,,,,,,,,
1.22881E+18,BIG PROGRESS!https://twitter.com/GOPChairwoman/status/1228714742132465664 �?2020-02-15 16:36:03,9607,38308,,,,,,,,,,
1.22881E+18,"Thank you to @ JackBrewerBSI for your kind words on the great progress we have made on our powerful African-American Agenda. For one, lowest unemployment numbers in USA history. Many other great records! @ foxandfriends @ FoxNews",2020/2/15 16:40,10617,45983,"@JackBrewerBSI,@foxandfriends,@FoxNews",,,,,,,,
1.22906E+18,Getting ready to go to the Daytona 500. Will be GREAT!,2020/2/16 9:25,25158,189195,,,,,,,,,
1.22909E+18,"Last week the Fake News said that a section of our powerful, under construction, Southern Border Wall “fell over�? trying to make it sound terrible, except the reason was that the concrete foundation was just poured & soaking wet when big winds kicked in. Quickly fixed “forever�?",2020/2/16 11:11,30654,157109,,,,,,,,,
1.2292E+18,# DAYTONA500pic.twitter.com/fT8L0EZqXh,2020/2/16 18:42,58656,268428,,,,,,,,,
1.22941E+18,HAPPY PRESIDENT’S DAY!,2020/2/17 8:16,45986,355539,,,,,,,,,
1.22942E+18,"“They tried to Impeach the President eight times before this last Impeachment trial that we went through. In Arizona, people are tired of their obstruction, their investigations, and their Impeachments. They want them to get to work.�?@ SenMcSallyAZ @ foxandfriends Thanks Martha",2020/2/17 9:13,22409,100884,"@SenMcSallyAZ,@foxandfriends",,,,,,,,
1.22952E+18,Completion of the Daytona 500 on Fox Network now. Enjoy!,2020/2/17 15:25,12420,87295,,,,,,,,,
1.22952E+18,pic.twitter.com/MQWM6Y9c4D,2020/2/17 15:32,26453,102299,,,,,,,,,
1.22955E+18,"Did you hear the latest con job? President Obama is now trying to take credit for the Economic Boom taking place under the Trump Administration. He had the WEAKEST recovery since the Great Depression, despite Zero Fed Rate & MASSIVE quantitative easing. NOW, best jobs numbers....",2020/2/17 17:40,44016,189911,,,,,,,,,
1.22955E+18,"....ever. Had to rebuild our military, which was totally depleted. Fed Rate UP, taxes and regulations WAY DOWN. If Dems won in 2016, the USA would be in big economic (Depression?) & military trouble right now. THE BEST IS YET TO COME. KEEP AMERICA GREAT!",2020/2/17 17:40,24142,107487,,,,,,,,,
1.2296E+18,"Praying for Ryan Newman, a great and brave @ NASCAR driver! # PrayingForRyan",2020/2/17 21:12,27801,159907,@NASCAR,#PrayingForRyan,,,,,,,
1.22962E+18,Thank you Clint!https://twitter.com/ClintBowyer/status/1229175088433573888 �?2020-02-17 22:01:47,19064,123145,,,,,,,,,,
1.22975E+18,"“Judge Jackson now has a request for a new trial based on the unambiguous & self outed bias of the foreperson of the jury, whose also a lawyer, by the way. ‘Madam foreperson, your a lawyer, you have a duty, an affirmative obligation, to reveal to us when we selected you the.....",2020/2/18 6:58,18472,74470,,,,,,,,,
1.22975E+18,.....existence of these tweets in which you were so harshly negative about the President & the people who support him. Don’t you think we wanted to know that before we put you on this jury.�?Pretty obvious he should (get a new trial). I think almost any judge in the Country.....,2020/2/18 6:58,10944,45787,,,,,,,,,
1.22975E+18,".....would order a new trial, I’m not so sure about Judge Jackson, I don’t know.�?@ Judgenap (Andrew Napolitano) @ foxandfriends",2020/2/18 6:58,10394,43147,"@Judgenap,@foxandfriends",,,,,,,,
1.22976E+18,"These were Mueller prosecutors, and the whole Mueller investigation was illegally set up based on a phony and now fully discredited Fake Dossier, lying and forging documents to the FISA Court, and many other things. Everything having to do with this fraudulent investigation is...",2020/2/18 7:14,17637,63987,,,,,,,,,
1.22976E+18,"....badly tainted and, in my opinion, should be thrown out. Even Mueller’s statement to Congress that he did not see me to become the FBI Director (again), has been proven false. The whole deal was a total SCAM. If I wasn’t President, I’d be suing everyone all over the place...",2020/2/18 7:14,12067,46381,,,,,,,,,
1.22976E+18,....BUT MAYBE I STILL WILL. WITCH HUNT!,2020/2/18 7:14,11237,43837,,,,,,,,,
1.22977E+18,"The Crooked DNC is working overtime to take the Democrat Nomination away from Bernie, AGAIN! Watch what happens to the Super Delegates in Round Two. A Rigged Convention!",2020/2/18 8:01,20678,89428,,,,,,,,,
1.22979E+18,"The United States cannot, & will not, become such a difficult place to deal with in terms of foreign countries buying our product, including for the always used National Security excuse, that our companies will be forced to leave in order to remain competitive. We want to sell...",2020/2/18 9:29,11916,48071,,,,,,,,,
1.22979E+18,"....product and goods to China and other countries. That’s what trade is all about. We don’t want to make it impossible to do business with us. That will only mean that orders will go to someplace else. As an example, I want China to buy our jet engines, the best in the World....",2020/2/18 9:29,3513,12540,,,,,,,,,
1.22979E+18,"....I have seen some of the regulations being circulated, including those being contemplated by Congress, and they are ridiculous. I want to make it EASY to do business with the United States, not difficult. Everyone in my Administration is being so instructed, with no excuses...",2020/2/18 9:29,8301,33771,,,,,,,,,
1.22979E+18,....THE UNITED STATES IS OPEN FOR BUSINESS!,2020/2/18 9:29,9630,38204,,,,,,,,,
1.22979E+18,"“Judge Jackson now has a request for a new trial based on the unambiguous & self outed bias of the foreperson of the jury, whose also a lawyer, by the way. ‘Madam foreperson, you’re a lawyer, you have a duty, an affirmative obligation, to reveal to us when we selected you the....",2020/2/18 9:31,15266,58537,,,,,,,,,
1.22979E+18,.....existence of these tweets in which you were so harshly negative about the President & the people who support him. Don’t you think we wanted to know that before we put you on this jury.�?Pretty obvious he should (get a new trial). I think almost any judge in the Country.....,2020/2/18 9:31,9401,37023,,,,,,,,,
1.22979E+18,".....would order a new trial, I’m not so sure about Judge Jackson, I don’t know.�?@ Judgenap (Andrew Napolitano) @ foxandfriends",2020/2/18 9:31,8719,34518,"@Judgenap,@foxandfriends",,,,,,,,
1.22986E+18,"The Mayor’s efforts to shield illegal aliens endangers the lives of the public and law enforcement who have to go into the field to apprehend those released. He shouldn’t be urging illegals to beat the system, he should be urging them to safely turn themselves in!https://twitter.com/MayorOfLA/status/1228497500039811072 �?,2020-02-18 14:20:34,22657,71973,,
1229866940912398336,https://twitter.com/realDonaldTrump/status/1229866940912398336,Chris Jacobs will be a great Congressman who will always fight for the people of New York. He supports our # MAGA Agenda", will continue to Secure Our Border, Loves our Military, Vets," and is Strong on the # 2A. Chris has my Complete Endorsement for the Special Election on 4/28!""",2020/2/18 14:35,11166,43962,,"#MAGA,#2A",,,
1.22987E+18,"What Mini Mike is doing is nothing less than a large scale illegal campaign contribution. He is “spreading�?money all over the place, only to have recipients of his cash payments, many former opponents, happily joining or supporting his campaign. Isn’t that called a payoff? .....",2020/2/18 14:51,26239,106901,,,,,,,,,
1.22987E+18,".....Mini is illegally buying the Democrat Nomination. They are taking it away from Bernie again. Mini Mike, Major Party Nominations are not for sale! Good luck in the debate tomorrow night and remember, no standing on boxes!",2020/2/18 14:51,16724,69947,,,,,,,,,
1.22989E+18,"Mini Mike. No, I would rather run against you!",2020/2/18 16:00,16012,97663,,,,,,,,,
1.22989E+18,"I hope the Federal Judges Association will discuss the tremendous FISA Court abuse that has taken place with respect to the Mueller Investigation Scam, including the forging of documents and knowingly using the fake and totally discredited Dossier before the Court. Thank you!",2020/2/18 16:25,27070,100242,,,,,,,,,
1.2299E+18,THANK YOU! # MAGA # KAG2020pic.twitter.com/uWMjL52f5O,2020/2/18 16:37,10569,49105,,"#MAGA,#KAG2020pic",,,,,,,
